Shape,1k Real 1,1k Real 2,1k Real 3,1k Img 1,1k Img 2,1k Img 3,2k Real 1,2k Real 2,2k Real 3,2k Img 1,2k Img 2,2k Img 3
Structural Steel Cube,-0.145337098,-0.079655469,-0.110886098,0.828237414,0.717034873,0.772953276,-0.252555634,0.062422979,-0.031711147,1.1456003,0.630313725,0.896919612
Structural Steel Cube,-0.151540492,-0.106177792,-0.128011134,0.83771839,0.764464918,0.801146215,-0.307278195,-0.014708774,-0.12670352,1.187926038,0.850527804,1.024240321
Structural Steel Cube,-0.150528671,-0.127373084,-0.138639014,0.836199067,0.799913766,0.817920401,-0.298727308,-0.12405628,-0.201095367,1.181232589,1.016167617,1.098667205
Structural Steel Cube,-0.132247909,-0.132049906,-0.152321369,0.807840193,0.807523498,0.838872087,-0.155935784,-0.154602572,-0.315080315,1.054560699,1.053119705,1.192698145
Structural Steel Cube,-0.115557536,-0.115170469,-0.155139794,0.78064734,0.779996347,0.843067347,-0.057005027,-0.055116254,-0.341187933,0.930812474,0.927733943,1.211367068
Structural Steel Cube,-0.092977422,-0.092428731,-0.150679394,0.741692739,0.740700934,0.836281596,0.033306139,0.034820749,-0.299583877,0.752113829,0.747373629,1.181114099
Structural Steel Cube,-0.065420041,-0.064732412,-0.139066983,0.690927651,0.689597336,0.818352806,0.084295411,0.084632267,-0.203928081,0.523926345,0.517741566,1.099450632
Structural Steel Cube,-0.034083029,-0.033286795,-0.120794342,0.628820632,0.627177203,0.788912087,0.078687505,0.077591233,-0.084778929,0.261970637,0.254872284,0.961797475
Structural Steel Cube,-0.000425826,0.000426927,-0.096702856,0.556594064,0.554662551,0.747492638,0.019739921,0.017442507,0.019768517,-0.00791801,-0.015071231,0.76630618
Structural Steel Cube,0.034158169,0.035029913,-0.06770773,0.476645464,0.474512753,0.694093186,-0.06976343,-0.07239236,0.076795256,-0.253457685,-0.259708575,0.519822026
Structural Steel Cube,0.068107115,0.06896006,-0.0350965,0.392343976,0.390127176,0.629247301,-0.155043088,-0.156946614,0.070552957,-0.44439764,-0.448937498,0.240664622
Structural Steel Cube,0.099873796,0.100656481,-0.000325767,0.308032902,0.305849432,0.554354856,-0.202411407,-0.20273344,0.00824646,-0.560843727,-0.563219145,-0.04169868
Structural Steel Cube,0.12803308,0.128709371,0.035023093,0.228758476,0.226758797,0.471944783,-0.192650757,-0.191070405,-0.081089139,-0.600007873,-0.600295731,-0.292382411
Structural Steel Cube,0.151453315,0.151993924,0.069494184,0.159673236,0.158012097,0.385714137,-0.131188975,-0.128100079,-0.158651741,-0.577308237,-0.576130177,-0.479378684
Structural Steel Cube,0.169082583,0.169449075,0.101484116,0.105692637,0.104499483,0.300227479,-0.043525434,-0.0399361,-0.189084952,-0.522563095,-0.520805406,-0.583949348
Structural Steel Cube,0.180172853,0.180354567,0.129593002,0.070874725,0.070258465,0.220713635,0.03302126,0.035970056,-0.156069584,-0.469894924,-0.468546475,-0.606652126
Structural Steel Cube,0.184271226,0.184250085,0.152593864,0.057875192,0.057898284,0.152523255,0.065713039,0.0671949,-0.069926087,-0.446741481,-0.446423521,-0.56789773
Structural Steel Cube,0.18120621,0.180979588,0.169496382,0.067734668,0.068408387,0.100602754,0.040623076,0.040420041,0.036228443,-0.464406068,-0.465259549,-0.502111248
Structural Steel Cube,0.171106834,0.170677152,0.179582871,0.099662284,0.100952284,0.068885325,-0.031391589,-0.03276655,0.119614406,-0.514222813,-0.515809306,-0.44645066
Structural Steel Cube,0.15439636,0.153777162,0.182433013,0.151191072,0.153011621,0.059867535,-0.119312831,-0.120882705,0.146037876,-0.570540593,-0.571987996,-0.428438634
Structural Steel Cube,0.131783132,0.130993077,0.177926109,0.218441824,0.220675278,0.074251427,-0.185476423,-0.186224934,0.104645456,-0.599441051,-0.599729571,-0.456581999
Structural Steel Cube,0.104212071,0.103284023,0.166233525,0.296622686,0.299120732,0.110932495,-0.201375818,-0.200681095,0.012474291,-0.570097206,-0.568427207,-0.517557498
Structural Steel Cube,0.072903405,0.071871745,0.147870629,0.380511387,0.38312771,0.167017434,-0.159706313,-0.157631397,-0.092716449,-0.464565005,-0.460525376,-0.580503456
Structural Steel Cube,0.039287158,0.038190381,0.123665427,0.465075575,0.46766485,0.238252931,-0.076843086,-0.074089827,-0.169253054,-0.283078916,-0.276886321,-0.607783687
Structural Steel Cube,0.004718373,0.003604361,0.094540441,0.545835227,0.548276882,0.319664872,0.015568594,0.017982006,-0.18763537,-0.043690347,-0.03598315,-0.56740291
Structural Steel Cube,-0.029194694,-0.030280786,0.061839932,0.619235298,0.621451327,0.405800867,0.081293927,0.082436519,-0.143906862,0.224296297,0.232635369,-0.443145944
Structural Steel Cube,-0.06094593,-0.061964374,0.027004511,0.682853579,0.684776588,0.491554189,0.09501101,0.094274137,-0.060027076,0.488751437,0.496819077,-0.239195192
Structural Steel Cube,-0.089088224,-0.090001688,-0.008360914,0.73527568,0.736861778,0.572536687,0.050769911,0.04820273,0.026532353,0.722585303,0.729671665,0.021973593
Structural Steel Cube,-0.112521319,-0.113291508,-0.042795167,0.775842322,0.777102169,0.645287819,-0.036921087,-0.040673209,0.077843468,0.908469948,0.914188394,0.306716543
Structural Steel Cube,-0.130157767,-0.130757644,-0.074699066,0.804664078,0.805598615,0.707594558,-0.13833801,-0.1423274,0.069223964,1.039900839,1.044140576,0.580744088
Structural Steel Cube,-0.141242177,-0.141649129,-0.102657372,0.822070107,0.82268403,0.758258758,-0.219682384,-0.222899326,-0.00104423,1.117796602,1.120591029,0.816787777
Structural Steel Cube,-0.145365172,-0.145572547,-0.125530905,0.828336579,0.828638028,0.796852015,-0.253907806,-0.255628774,-0.112465489,1.145507307,1.146929031,0.999104698
Structural Steel Cube,-0.142324217,-0.142326756,-0.142315805,0.823623154,0.823635002,0.823578852,-0.229846845,-0.229910859,-0.229678856,1.124728234,1.1251461,1.1234593
Structural Steel Cube,-0.142338041,-0.142342395,-0.142332492,0.823608827,0.823630082,0.82356854,-0.229754194,-0.229876512,-0.229638854,1.124507377,1.125265528,1.123513467
Structural Steel Cube,-0.142370481,-0.142378504,-0.142369061,0.823575123,0.823608245,0.823546908,-0.229570986,-0.229724647,-0.229493,1.124205157,1.125277323,1.123543517
Structural Steel Cube,-0.142382513,-0.142391264,-0.142381567,0.823567185,0.823608995,0.823542178,-0.229494191,-0.229697755,-0.229487638,1.123976575,1.125313465,1.123667731
Structural Steel Cube,-0.142375736,-0.142380448,-0.142380117,0.823554649,0.823621683,0.823541104,-0.229478962,-0.229686999,-0.229533162,1.123788179,1.125327101,1.123833729
Structural Steel Cube,-0.142418606,-0.142428977,-0.142426666,0.823518166,0.823573846,0.823519806,-0.229257333,-0.22950424,-0.229345733,1.123460103,1.125142661,1.123852974
Structural Steel Cube,-0.142425951,-0.142438814,-0.142436798,0.823513485,0.82357041,0.823519171,-0.229195919,-0.229459591,-0.229359272,1.1233354,1.12507714,1.124084436
Structural Steel Cube,-0.142428002,-0.142436745,-0.142440367,0.823509095,0.823581157,0.823525811,-0.229161129,-0.229418505,-0.229387542,1.123222542,1.124955832,1.124284095
Structural Steel Cube,-0.142425703,-0.142432248,-0.142442289,0.823502047,0.823571967,0.823528861,-0.22914941,-0.229386075,-0.229400332,1.123165111,1.12480697,1.124484348
Structural Steel Cube,-0.142481865,-0.142487312,-0.14249929,0.823462597,0.823522394,0.82349775,-0.228917043,-0.229116122,-0.229184216,1.123002683,1.12448976,1.124524012
Structural Steel Cube,-0.142489835,-0.14249333,-0.142505636,0.823465369,0.823521884,0.823505957,-0.228917703,-0.229080553,-0.229198613,1.123035297,1.124295828,1.124690758
Structural Steel Cube,-0.142490227,-0.142491113,-0.142509631,0.823465906,0.823514084,0.82350655,-0.228922161,-0.229031074,-0.229204409,1.12308053,1.124069947,1.124789409
Structural Steel Cube,-0.142491479,-0.142490084,-0.142509785,0.823461213,0.823504093,0.823503907,-0.228926068,-0.228999615,-0.229218101,1.123210169,1.123875993,1.124919011
Structural Steel Cube,-0.142495526,-0.14248955,-0.142510385,0.823464933,0.823499592,0.823508235,-0.228948032,-0.228963743,-0.229223702,1.123354585,1.12366991,1.124973419
Structural Steel Cube,-0.142495004,-0.14248706,-0.142508485,0.823470513,0.823496008,0.823511096,-0.228970265,-0.228924551,-0.229214734,1.123522472,1.123477802,1.124981434
Structural Steel Cube,-0.142500127,-0.142490201,-0.142512449,0.823481138,0.823492813,0.823514947,-0.229000945,-0.228912456,-0.229212022,1.123739614,1.123326314,1.124961566
Structural Steel Cube,-0.142501076,-0.142488286,-0.142508811,0.823488075,0.823492693,0.823516383,-0.229043775,-0.228904663,-0.229205689,1.123942254,1.123194699,1.124891245
Structural Steel Cube,-0.142500389,-0.14248348,-0.142505076,0.823489262,0.823486014,0.823508148,-0.229083937,-0.228887221,-0.229194215,1.124105221,1.123052107,1.124749103
Structural Steel Cube,-0.142498844,-0.142479039,-0.14249962,0.823493596,0.823485452,0.823506781,-0.229139046,-0.228878736,-0.229191007,1.124359854,1.123037866,1.124636576
Structural Steel Cube,-0.142496078,-0.14247478,-0.142493574,0.823495926,0.823482772,0.823502696,-0.229167413,-0.228886989,-0.229160982,1.124544136,1.123016215,1.124468009
Structural Steel Cube,-0.142436616,-0.142414712,-0.142433653,0.823534821,0.823524469,0.823537919,-0.229447445,-0.229129383,-0.229373749,1.1248421,1.123177137,1.124410241
Structural Steel Cube,-0.142443677,-0.142416587,-0.142433999,0.82354284,0.823532685,0.823542201,-0.229481609,-0.229147916,-0.229354614,1.124984702,1.123262036,1.124215749
Structural Steel Cube,-0.142441932,-0.142422084,-0.142434531,0.823548566,0.823523795,0.823526504,-0.229493114,-0.229182241,-0.229324021,1.125082925,1.123370724,1.124008005
Structural Steel Cube,-0.142433217,-0.142413451,-0.142421323,0.823559524,0.823537129,0.823529878,-0.229519254,-0.22923619,-0.229310621,1.12513881,1.123522052,1.123797655
Structural Steel Cube,-0.142393452,-0.142367995,-0.142376728,0.823574869,0.82357182,0.82355939,-0.229740956,-0.229447065,-0.229487119,1.125316238,1.123857458,1.123772593
Structural Steel Cube,-0.142387204,-0.142371182,-0.142372877,0.823587038,0.823570811,0.823549428,-0.229735337,-0.229497126,-0.229462262,1.125290426,1.124048542,1.123608592
Structural Steel Cube,-0.142379607,-0.142368086,-0.142364324,0.823596255,0.823587049,0.823557439,-0.229749687,-0.229578529,-0.229479715,1.125245241,1.124292482,1.123509909
Structural Steel Cube,-0.142342635,-0.142334262,-0.142328766,0.82361839,0.823614592,0.823577372,-0.229898001,-0.229758683,-0.229611889,1.125215736,1.124575391,1.123493818
Structural Steel Cube,-0.142327321,-0.142320378,-0.142312493,0.823625528,0.823627721,0.823586137,-0.229919768,-0.229849375,-0.229657769,1.125095934,1.124804163,1.123461476
Structural Steel Cylinder,0.339389698,0.338950317,0.316965225,-0.587793407,-0.587963053,-0.59497441,-0.850076625,-0.848983372,-0.791376385,-0.30293101,-0.302051808,-0.249657066
Structural Steel Cylinder,0.31566515,0.314764921,0.340098433,-0.588021161,-0.58813707,-0.59463665,-0.820406446,-0.818905204,-0.809475707,-0.245474459,-0.243304963,-0.303150302
Structural Steel Cylinder,0.276326186,0.274997096,0.346574442,-0.584368007,-0.584302319,-0.5942137,-0.766071047,-0.764218319,-0.813841448,-0.159837159,-0.157234426,-0.318861583
Structural Steel Cylinder,0.222960418,0.221237906,0.336099957,-0.571325948,-0.570899263,-0.594709108,-0.687728291,-0.685549117,-0.806434664,-0.065351192,-0.063203226,-0.293650941
Structural Steel Cylinder,0.158160979,0.156148434,0.309160588,-0.542848935,-0.541881731,-0.594592545,-0.596521504,-0.594386824,-0.783143715,0.014050602,0.015438646,-0.232212161
Structural Steel Cylinder,0.08550396,0.083324367,0.266696367,-0.49323226,-0.491583318,-0.589711018,-0.509468315,-0.507518956,-0.738365228,0.057539892,0.057869573,-0.146896916
Structural Steel Cylinder,0.009539446,0.007344948,0.210552445,-0.419112376,-0.416737036,-0.574307654,-0.44000745,-0.438275457,-0.669408869,0.054950175,0.053913635,-0.057543912
Structural Steel Cylinder,-0.064548077,-0.06660979,0.14352571,-0.320681863,-0.317630276,-0.541928672,-0.386275704,-0.383854871,-0.582870531,0.012739355,0.010490469,0.014050627
Structural Steel Cylinder,-0.13165781,-0.133446189,0.069550799,-0.203035155,-0.199540089,-0.487202951,-0.322438444,-0.318810071,-0.491424677,-0.050366151,-0.052260874,0.047330934
Structural Steel Cylinder,-0.187554854,-0.188969606,-0.006579301,-0.07629769,-0.072705504,-0.407283851,-0.216126359,-0.210234539,-0.404022687,-0.110494149,-0.112087918,0.033877263
Structural Steel Cylinder,-0.229603936,-0.230592481,-0.079568385,0.045296839,0.048520139,-0.30334332,-0.05827068,-0.050589073,-0.315609333,-0.152348913,-0.153371339,-0.01846152
Structural Steel Cylinder,-0.257297675,-0.25788755,-0.144347646,0.145438422,0.147810842,-0.181583803,0.108708335,0.115545308,-0.203968212,-0.168400177,-0.168879561,-0.088533106
Structural Steel Cylinder,-0.272398733,-0.272593723,-0.196860218,0.208673693,0.209808239,-0.053384175,0.191900374,0.193894026,-0.048143842,-0.158238525,-0.157883315,-0.15353017
Structural Steel Cylinder,-0.277895981,-0.277852268,-0.234959171,0.225005209,0.224676414,0.06624381,0.105995661,0.101406484,0.139215836,-0.108584991,-0.106839949,-0.196228217
Structural Steel Cylinder,-0.277609696,-0.277434886,-0.258560137,0.191871277,0.190153923,0.160622702,-0.158851995,-0.168854262,0.290424216,-0.013350485,-0.010438462,-0.207969542
Structural Steel Cylinder,-0.274547709,-0.274297295,-0.269566311,0.117251904,0.114511044,0.215402736,-0.495833326,-0.506820291,0.304729862,0.125399638,0.129686032,-0.182496991
Structural Steel Cylinder,-0.271183269,-0.270892126,-0.272256309,0.018253447,0.015169617,0.220385222,-0.724625113,-0.730873778,0.106768608,0.27524788,0.279031141,-0.114263865
Structural Steel Cylinder,-0.266592625,-0.266215295,-0.269776717,-0.078376927,-0.08093473,0.176576255,-0.716314534,-0.715116205,-0.26956928,0.398362376,0.400786464,0.001013494
Structural Steel Cylinder,-0.259369243,-0.258866357,-0.265345362,-0.143305225,-0.144413034,0.094112694,-0.488477739,-0.483169745,-0.674226068,0.449404485,0.448725078,0.150091826
Structural Steel Cylinder,-0.247469511,-0.246824744,-0.260242755,-0.148767736,-0.147635914,-0.006248095,-0.212366847,-0.208610979,-0.912882473,0.398332282,0.39469505,0.29626243
Structural Steel Cylinder,-0.229553798,-0.228715981,-0.254167673,-0.074080113,-0.07020499,-0.096630176,-0.095565167,-0.098791787,-0.873857146,0.24212663,0.234793506,0.394278552
Structural Steel Cylinder,-0.205895816,-0.204908852,-0.245182693,0.089689366,0.096439048,-0.146215465,-0.230627365,-0.240571449,-0.62496985,-0.000691172,-0.010634293,0.401289291
Structural Steel Cylinder,-0.178599595,-0.177572657,-0.231259658,0.337848757,0.347175233,-0.127614095,-0.529036703,-0.540447982,-0.372515721,-0.267596022,-0.277324086,0.293928218
Structural Steel Cylinder,-0.15113888,-0.150169429,-0.211436844,0.652521181,0.663768997,-0.022175491,-0.795422717,-0.802045878,-0.314416002,-0.437870583,-0.442335073,0.071288404
Structural Steel Cylinder,-0.127076585,-0.126282968,-0.186515133,1.005403827,1.017635962,0.175933178,-0.876547717,-0.875354308,-0.491551431,-0.349998927,-0.342736641,-0.23439026
Structural Steel Cylinder,-0.109045365,-0.10850945,-0.159199011,1.362014491,1.374188585,0.458273037,-0.760744602,-0.754094972,-0.760764794,0.124055854,0.147058539,-0.532101053
Structural Steel Cylinder,-0.09769335,-0.097398448,-0.133259768,1.686955982,1.698029984,0.803191702,-0.558279309,-0.550796412,-0.919251251,0.97343139,1.010279037,-0.657008942
Structural Steel Cylinder,-0.091991832,-0.0918674,-0.11220011,1.947755999,1.956816274,1.179338079,-0.38844975,-0.383418396,-0.857889909,1.994683884,2.037228792,-0.407755796
Structural Steel Cylinder,-0.089716494,-0.089673137,-0.09803741,2.119001737,2.125344614,1.550555316,-0.29853494,-0.295792764,-0.636270968,2.842993447,2.879339082,0.344606924
Structural Steel Cylinder,-0.08897232,-0.088952846,-0.090868143,2.183696015,2.186915767,1.879998402,-0.268223772,-0.267068013,-0.405786868,3.18399188,3.203859349,1.539599432
Structural Steel Cylinder,-0.088841907,-0.088843435,-0.088849834,2.135713865,2.135718558,2.135721478,-0.277648959,-0.277766942,-0.27816031,2.871864722,2.871669461,2.871574754
Structural Steel Cylinder,-0.089890702,-0.089914926,-0.089056462,1.980038314,1.976996902,2.29369059,-0.349330689,-0.350739403,-0.248933525,2.031408282,2.015630856,3.894288287
Structural Steel Cylinder,-0.094241316,-0.09435975,-0.089386485,1.731291805,1.725720762,2.338738077,-0.511928577,-0.515618845,-0.250301809,0.984518378,0.96246374,4.215621566
Structural Steel Cylinder,-0.104152652,-0.104411614,-0.089138029,1.413816004,1.406448324,2.266610723,-0.728652185,-0.733154392,-0.250275927,0.089697406,0.071109422,3.706019768
Structural Steel Cylinder,-0.120804214,-0.121207008,-0.08927457,1.059669747,1.051435904,2.084369276,-0.88259668,-0.884795839,-0.296019381,-0.427783037,-0.437971247,2.572885312
Structural Steel Cylinder,-0.143807938,-0.144333035,-0.092351038,0.704068886,0.695905775,1.808969635,-0.851050098,-0.849065999,-0.450508617,-0.540108882,-0.541935595,1.235207552
Structural Steel Cylinder,-0.170937169,-0.171512408,-0.100982856,0.381958854,0.374783772,1.466986389,-0.621296598,-0.616165886,-0.692054284,-0.369641753,-0.366277987,0.123681245
Structural Steel Cylinder,-0.198523295,-0.199035985,-0.116754809,0.122741738,0.117323397,1.091512985,-0.325536764,-0.321791428,-0.888934989,-0.084816124,-0.079592858,-0.510194826
Structural Steel Cylinder,-0.223043147,-0.223452376,-0.139155715,-0.053935381,-0.057158267,0.719445462,-0.163518493,-0.165764669,-0.898152566,0.183445049,0.18738364,-0.656347747
Structural Steel Cylinder,-0.24211647,-0.242362691,-0.165658407,-0.141334084,-0.142320067,0.386493335,-0.246549822,-0.255385585,-0.698008901,0.365256566,0.366981556,-0.473261321
Structural Steel Cylinder,-0.25516003,-0.255258088,-0.192614746,-0.146566445,-0.145632932,0.122164586,-0.506498568,-0.518209079,-0.430195354,0.437946455,0.436836568,-0.161022849
Structural Steel Cylinder,-0.263312826,-0.263315088,-0.21645347,-0.088776506,-0.086513522,-0.054758913,-0.744551579,-0.752357902,-0.300941815,0.404791946,0.40219671,0.131468314
Structural Steel Cylinder,-0.268607549,-0.268552566,-0.234755675,0.004798371,0.007577158,-0.139112735,-0.774405261,-0.775388363,-0.416604894,0.292725919,0.288388997,0.329644625
Structural Steel Cylinder,-0.272710046,-0.272639652,-0.247378204,0.104572989,0.107122909,-0.139971669,-0.557187828,-0.551621545,-0.68998318,0.142610016,0.138026042,0.409315377
Structural Steel Cylinder,-0.275976915,-0.275908685,-0.25554695,0.183814858,0.185487922,-0.078382689,-0.210029156,-0.201831329,-0.906528057,0.002081328,-0.001832402,0.378757891
Structural Steel Cylinder,-0.27668755,-0.276553617,-0.261113107,0.223645774,0.224050599,0.017150499,0.086821211,0.093117496,-0.881763465,-0.09988142,-0.102769243,0.266489247
Structural Steel Cylinder,-0.272785757,-0.272474574,-0.266317817,0.213682705,0.2126759,0.11550348,0.207023102,0.209156482,-0.591227733,-0.157767317,-0.159154228,0.112561378
Structural Steel Cylinder,-0.259524607,-0.258932558,-0.270620211,0.156190447,0.153950911,0.190497024,0.145335743,0.144198559,-0.17524815,-0.175492962,-0.175814182,-0.030705894
Structural Steel Cylinder,-0.233875411,-0.232920689,-0.27241299,0.060310231,0.057163009,0.223458069,-0.017534841,-0.019821844,0.169337047,-0.162108141,-0.161732197,-0.135257456
Structural Steel Cylinder,-0.193860326,-0.19252944,-0.268192247,-0.059184566,-0.06276672,0.206580187,-0.183456021,-0.185380634,0.318024904,-0.12154312,-0.120366725,-0.190856821
Structural Steel Cylinder,-0.139928325,-0.138228955,-0.254421419,-0.186129051,-0.189720464,0.141810156,-0.3017625,-0.302889167,0.264676416,-0.062177721,-0.060782416,-0.206880365
Structural Steel Cylinder,-0.074270777,-0.072296745,-0.227610856,-0.3056918,-0.308935413,0.04010666,-0.373931317,-0.374650861,0.096945457,0.002500517,0.003849303,-0.188388049
Structural Steel Cylinder,-0.000956097,0.001162343,-0.186099479,-0.407155407,-0.40979636,-0.083052547,-0.430523552,-0.431851016,-0.086592693,0.049374779,0.050265717,-0.140587304
Structural Steel Cylinder,0.074979928,0.077098986,-0.130431153,-0.484739666,-0.486712067,-0.211075045,-0.498826744,-0.501017524,-0.232519458,0.058468716,0.057998979,-0.072518369
Structural Steel Cylinder,0.148354731,0.150332148,-0.063293165,-0.537568282,-0.538873487,-0.329522921,-0.58452482,-0.587199952,-0.336821566,0.021686907,0.019922263,-0.004418079
Structural Steel Cylinder,0.21448901,0.216198963,0.010944595,-0.568613799,-0.56936803,-0.42822362,-0.675413227,-0.677788454,-0.424124944,-0.052898587,-0.055440565,0.041233989
Structural Steel Cylinder,0.269607393,0.270968328,0.087085893,-0.583305358,-0.583682486,-0.502225199,-0.755421385,-0.757189249,-0.51292614,-0.14669602,-0.149280011,0.044178165
Structural Steel Cylinder,0.310996772,0.311951323,0.159876087,-0.587863007,-0.588039684,-0.551363397,-0.813406553,-0.814128048,-0.605133094,-0.234778719,-0.236808869,0.000771106
Structural Steel Cylinder,0.336976455,0.337484791,0.224692461,-0.587944893,-0.58806536,-0.579342263,-0.84675103,-0.846765343,-0.689388723,-0.297221119,-0.298327006,-0.07700545
Structural Steel Cylinder,0.346520445,0.346559047,0.277905689,-0.587410633,-0.587543476,-0.591731933,-0.858067581,-0.857553604,-0.752812818,-0.3215631,-0.32158412,-0.168342979
Structural Steel Cylinder,0.340666989,0.337530497,0.317058441,-0.587391449,-0.588452849,-0.594968236,-0.853449225,-0.845146292,-0.791744674,-0.306718593,-0.29843686,-0.250019726
Structural Steel Cylinder,0.341842068,0.33606524,0.317314942,-0.586975121,-0.588950013,-0.594892269,-0.85656986,-0.841254489,-0.79241856,-0.309935459,-0.294578561,-0.250600244
Structural Steel Cylinder,0.342854226,0.334508511,0.31769959,-0.586568597,-0.589415568,-0.594713268,-0.859870433,-0.837695846,-0.793630534,-0.312809859,-0.291114504,-0.251593783
Structural Steel Cylinder,0.343806666,0.332972217,0.318277513,-0.586239716,-0.589930671,-0.594543776,-0.862509529,-0.833591781,-0.795130369,-0.315424963,-0.287253846,-0.252818794
Structural Steel Cylinder,0.3446078,0.331411229,0.318989673,-0.585928844,-0.590424761,-0.594309828,-0.864732094,-0.829626196,-0.796996143,-0.317852318,-0.283373203,-0.254556086
Structural Steel Cylinder,0.345343106,0.329900673,0.319888896,-0.585722615,-0.590953981,-0.594080842,-0.866215959,-0.82542145,-0.799154869,-0.319951278,-0.279804943,-0.256518155
Structural Steel Cylinder,0.345876299,0.328386433,0.320893297,-0.585534658,-0.591440493,-0.593780293,-0.867577435,-0.82138922,-0.801725064,-0.321382962,-0.276120849,-0.258747688
Structural Steel Cylinder,0.346269133,0.326911168,0.322018412,-0.585379996,-0.591906083,-0.593427192,-0.868473138,-0.817444973,-0.804602085,-0.322312907,-0.272430876,-0.261160697
Structural Steel Cylinder,0.346475929,0.325457164,0.323224741,-0.585310083,-0.592358114,-0.593053065,-0.8690648,-0.813698156,-0.807777689,-0.322927157,-0.269060558,-0.263928941
Structural Steel Cylinder,0.346534707,0.324093819,0.324537196,-0.585288558,-0.59278206,-0.592644059,-0.869244907,-0.810119775,-0.811186227,-0.323082382,-0.265898246,-0.266917553
Structural Steel Cylinder,0.346413469,0.322804392,0.325923907,-0.585354747,-0.593200063,-0.592227454,-0.869017638,-0.806824439,-0.81484024,-0.322939306,-0.263112317,-0.270208959
Structural Steel Cylinder,0.346086414,0.321588935,0.327341415,-0.585404093,-0.593521809,-0.591733166,-0.868778229,-0.803831295,-0.818796978,-0.32190112,-0.260305776,-0.27343336
Structural Steel Cylinder,0.34565718,0.320510249,0.328846451,-0.585555553,-0.593849836,-0.591251239,-0.86757903,-0.801066713,-0.822744104,-0.320790422,-0.257853932,-0.277097024
Structural Steel Cylinder,0.345091401,0.31956634,0.330386508,-0.585776127,-0.594147789,-0.590773002,-0.866072235,-0.79858968,-0.826815417,-0.319139,-0.255800959,-0.280837107
Structural Steel Cylinder,0.344424791,0.318788455,0.331981219,-0.586073218,-0.59445103,-0.590305864,-0.863729594,-0.796255496,-0.830543598,-0.317012358,-0.253858858,-0.284365988
Structural Steel Cylinder,0.343497065,0.318065465,0.333475457,-0.586343121,-0.594602285,-0.589762749,-0.861864096,-0.794769639,-0.835050442,-0.314635212,-0.252581376,-0.288543189
Structural Steel Cylinder,0.342494061,0.317531433,0.334998904,-0.586676628,-0.594747038,-0.589244864,-0.859091298,-0.79332739,-0.838973929,-0.312015737,-0.251332708,-0.292350571
Structural Steel Cylinder,0.341373091,0.31715802,0.33648515,-0.587058758,-0.594846747,-0.588738197,-0.856203668,-0.792348388,-0.843007388,-0.308902675,-0.250577733,-0.296160072
Structural Steel Cylinder,0.340212649,0.316980484,0.337958663,-0.587527175,-0.594952742,-0.588282494,-0.852500654,-0.791633425,-0.846568426,-0.305913261,-0.250213908,-0.299962962
Structural Steel Cylinder,0.338903138,0.31692913,0.339332523,-0.587961333,-0.594958255,-0.587796676,-0.848945043,-0.791557048,-0.850106565,-0.302283822,-0.249991373,-0.303414551
Structural Steel Cylinder,0.337508051,0.317036812,0.34061519,-0.588435348,-0.594928483,-0.587355911,-0.845230849,-0.791852014,-0.853559814,-0.29867326,-0.250215955,-0.306770652
Structural Steel Cylinder,0.336057946,0.317313073,0.341810264,-0.588929366,-0.594849236,-0.586939421,-0.841420567,-0.792545376,-0.856762893,-0.294958935,-0.250794195,-0.309967275
Structural Steel Cylinder,0.334544745,0.317733134,0.34288686,-0.589453027,-0.594740067,-0.586588521,-0.837512703,-0.793579458,-0.859771324,-0.291277211,-0.251769692,-0.313056754
Structural Steel Cylinder,0.333000657,0.318305734,0.343822658,-0.589953781,-0.59456332,-0.586246815,-0.833480864,-0.795118119,-0.862312972,-0.287410842,-0.252989024,-0.315644898
Structural Steel Cylinder,0.331412719,0.318994192,0.344616118,-0.59042127,-0.594303358,-0.585930847,-0.829604389,-0.797088182,-0.864765928,-0.283496267,-0.254498608,-0.317860521
Structural Steel Cylinder,0.329882792,0.319874137,0.345302757,-0.590931144,-0.594060841,-0.58570193,-0.82549749,-0.799159301,-0.86659581,-0.279604288,-0.256310362,-0.319720648
Structural Steel Cylinder,0.328356547,0.320869697,0.345834628,-0.591416959,-0.593754136,-0.585512079,-0.821477434,-0.801850983,-0.867931205,-0.275879133,-0.258550912,-0.321175183
Structural Steel Cylinder,0.326930891,0.322037663,0.346283966,-0.591942886,-0.593474751,-0.585397605,-0.817293826,-0.804544691,-0.86849049,-0.272347735,-0.261031078,-0.321835246
Structural Steel Cylinder,0.325481498,0.323249054,0.346494322,-0.592392775,-0.593089,-0.585313189,-0.813556632,-0.8076428,-0.869098413,-0.269000662,-0.263793968,-0.322483828
Structural Steel Cylinder,0.324132835,0.324573805,0.346566299,-0.592799122,-0.59266029,-0.585285017,-0.810169738,-0.811243897,-0.869762428,-0.265642366,-0.26662737,-0.322643151
Structural Steel Cylinder,0.322842545,0.325954997,0.346447846,-0.593224079,-0.592258591,-0.585340312,-0.806652294,-0.814703501,-0.868846118,-0.262922417,-0.270040882,-0.322354904
Structural Steel Cylinder,0.321654861,0.327422948,0.346169762,-0.593586304,-0.591786537,-0.585439305,-0.803646343,-0.818503984,-0.868143332,-0.260198423,-0.273455489,-0.321593178
